id,text,intent,language,is_code_switched,formality,difficulty
9520,3D Secure prompt timeout bhayo explicitly delayed SMS OTP le.,payment_failed,code_switched,True,neutral,medium
8717,3D Secure prompt timeout bhayo explicitly delayed SMS OTP le.,payment_failed,code_switched,True,neutral,hard
9117,3D Secure prompt timeout bhayo explicitly delayed SMS OTP le.,payment_failed,code_switched,True,neutral,hard
9540,72 hours formally pass vayepachi mandatory hold strictly auto-clear huncha?,payment_pending,code_switched,True,neutral,medium
9140,72 hours formally pass vayepachi mandatory hold strictly auto-clear huncha?,payment_pending,code_switched,True,neutral,medium
8340,72 hours formally pass vayepachi mandatory hold strictly auto-clear huncha?,payment_pending,code_switched,True,neutral,medium
8740,72 hours formally pass vayepachi mandatory hold strictly auto-clear huncha?,payment_pending,code_switched,True,neutral,medium
9221,A preemptive algorithmic risk detection has unjustly crippled my legitimate organizational profile.,account_locked,english,False,formal,hard
7621,A preemptive algorithmic risk detection has unjustly crippled my legitimate organizational profile.,account_locked,english,False,formal,hard
8821,A preemptive algorithmic risk detection has unjustly crippled my legitimate organizational profile.,account_locked,english,False,formal,hard
9499,Acquirer Reference Number trace garda invalid error exclusively falcha.,refund_status,code_switched,True,formal,hard
8699,Acquirer Reference Number trace garda invalid error exclusively falcha.,refund_status,code_switched,True,formal,hard
9099,Acquirer Reference Number trace garda invalid error exclusively falcha.,refund_status,code_switched,True,formal,hard
8857,aerodynamic coefficient ko exact tolerance explicitly specify gareko cha instruction manual ma?,product_information,code_switched,True,neutral,hard
9257,aerodynamic coefficient ko exact tolerance explicitly specify gareko cha instruction manual ma?,product_information,code_switched,True,neutral,hard
7657,aerodynamic coefficient ko exact tolerance explicitly specify gareko cha instruction manual ma?,product_information,code_switched,True,neutral,hard
9660,aerodynamic coefficient ko exact tolerance explicitly specify gareko cha instruction manual ma?,product_information,code_switched,True,neutral,medium
3300,AI support stop garera actual support staff assign gara.,human_agent_request,code_switched,True,neutral,medium
2900,AI support stop garera actual support staff assign gara.,human_agent_request,code_switched,True,neutral,medium
9260,allergens cross-contamination formally packaging warning ma present cha ki perfectly safe ho?,product_information,code_switched,True,neutral,medium
8860,allergens cross-contamination formally packaging warning ma present cha ki perfectly safe ho?,product_information,code_switched,True,neutral,medium
7660,allergens cross-contamination formally packaging warning ma present cha ki perfectly safe ho?,product_information,code_switched,True,neutral,medium
9161,An asynchronous threading anomaly arbitrarily triggered consecutive dual deductions.,duplicate_payment,english,False,formal,hard
8761,An asynchronous threading anomaly arbitrarily triggered consecutive dual deductions.,duplicate_payment,english,False,formal,hard
9139,anti-fraud screening systematically high-value transaction strictly reserve garyo.,payment_pending,code_switched,True,formal,hard
8739,anti-fraud screening systematically high-value transaction strictly reserve garyo.,payment_pending,code_switched,True,formal,hard
7939,anti-fraud screening systematically high-value transaction strictly reserve garyo.,payment_pending,code_switched,True,formal,hard
9539,anti-fraud screening systematically high-value transaction strictly reserve garyo.,payment_pending,code_switched,True,formal,hard
2863,any left in stock,product_availability,english,False,informal,easy
2463,any left in stock,product_availability,english,False,informal,easy
8863,any of these left,product_availability,english,False,informal,easy
8463,any of these left,product_availability,english,False,informal,easy
9263,any of these left,product_availability,english,False,informal,easy
9275,any of these left globally purely distinctly strongly thoroughly sold out haina?,product_availability,code_switched,True,informal,easy
8875,any of these left globally purely distinctly strongly thoroughly sold out haina?,product_availability,code_switched,True,informal,easy
8475,any of these left globally purely distinctly strongly thoroughly sold out haina?,product_availability,code_switched,True,informal,easy
2861,Are there any impending constraints on the supply of this raw material?,product_availability,english,False,formal,hard
2461,Are there any impending constraints on the supply of this raw material?,product_availability,english,False,formal,hard
8773,asynchronous threading anomaly le consecutive dual deductions arbitrarily trigger garyo.,duplicate_payment,code_switched,True,formal,hard
9173,asynchronous threading anomaly le consecutive dual deductions arbitrarily trigger garyo.,duplicate_payment,code_switched,True,formal,hard
7636,automated account ban repudiate garna definitive formal actions exactly k take garnu parcha?,account_locked,code_switched,True,formal,medium
8836,automated account ban repudiate garna definitive formal actions exactly k take garnu parcha?,account_locked,code_switched,True,formal,medium
9236,automated account ban repudiate garna definitive formal actions exactly k take garnu parcha?,account_locked,code_switched,True,formal,medium
3295,automated sequence terminate garera executive lai patch through garnus.,human_agent_request,code_switched,True,formal,medium
2895,automated sequence terminate garera executive lai patch through garnus.,human_agent_request,code_switched,True,formal,medium
2894,automated triage fail bhairacha to grasp my nuanced issue.,human_agent_request,code_switched,True,neutral,medium
3294,automated triage fail bhairacha to grasp my nuanced issue.,human_agent_request,code_switched,True,neutral,medium
9294,"automated workflow deeply distinctly lacks context, I genuinely explicitly profoundly need a human operator.",human_agent_request,code_switched,True,neutral,medium
8894,"automated workflow deeply distinctly lacks context, I genuinely explicitly profoundly need a human operator.",human_agent_request,code_switched,True,neutral,medium
8494,"automated workflow deeply distinctly lacks context, I genuinely explicitly profoundly need a human operator.",human_agent_request,code_switched,True,neutral,medium
2478,available hune bittikai registered email ma notify garna saknuhuncha?,product_availability,code_switched,True,neutral,medium
2878,available hune bittikai registered email ma notify garna saknuhuncha?,product_availability,code_switched,True,neutral,medium
9258,battery sealed ho ki genuinely user removable design implement garya cha?,product_information,code_switched,True,informal,medium
9658,battery sealed ho ki genuinely user removable design implement garya cha?,product_information,code_switched,True,informal,medium
7658,battery sealed ho ki genuinely user removable design implement garya cha?,product_information,code_switched,True,informal,medium
